I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,DS,DS_perc,metric,I4_Index_1,I4_Index_2,I4_Index_3,I8_Index_1,I8_Index_2,I8_Index_3,cell_1,cell_2,cell_3
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,163.6728973388672,0.0012649215292659163,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,214.538269042969,0.0016580269536137313,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,175.47080516815188,0.001356099896950456,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,214.538269042969,0.0016580269536137313,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,163.6728973388672,0.0012649215292659163,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,11.7979078292847,9.117836768453957e-5,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,163.6728973388672,0.0012649215292659163,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,214.538269042969,0.0016580269536137313,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,214.538269042969,0.0016580269536137313,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,163.6728973388672,0.0012649215292659163,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,11.7979078292847,9.117836768453957e-5,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,11.7979078292847,9.117836768453957e-5,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,214.538269042969,0.0016580269536137313,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,163.6728973388672,0.0012649215292659163,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,214.538269042969,0.0016580269536137313,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,11.7979078292847,9.117836768453957e-5,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,175.47080516815188,0.001356099896950456,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,163.6728973388672,0.0012649215292659163,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,163.6728973388672,0.0012649215292659163,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,214.538269042969,0.0016580269536137313,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,11.7979078292847,9.117836768453957e-5,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,175.47080516815188,0.001356099896950456,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,226.3361768722537,0.001749205321298271,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,390.0090742111209,0.0030141268505641874,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,214.538269042969,0.0016580269536137313,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,11.7979078292847,9.117836768453957e-5,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,163.6728973388672,0.0012649215292659163,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,214.538269042969,0.0016580269536137313,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,390.0090742111209,0.0030141268505641874,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,390.0090742111209,0.0030141268505641874,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,163.6728973388672,0.0012649215292659163,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,163.6728973388672,0.0012649215292659163,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,214.538269042969,0.0016580269536137313,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,0,0,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,226.3361768722537,0.001749205321298271,4: Homogeneous cells,NA,NA,NA,NA,NA,NA,HH_disp_year,HH_arriv_year,HH_region
